timestamp,event_type,details
1766574031.268,info,msg=Module loaded: ThermostatEnv from modules.thermostat_env
1766574031.268,info,msg=Module loaded: Sensor from modules.sensor
1766574031.268,info,msg=Module loaded: Controller from modules.controller
1766574031.269,info,msg=Module loaded: Shield from modules.shield
1766574031.269,info,msg=Module loaded: Estimator from modules.estimator
1766574031.270,runtime_started,mode=time-loop-based
1766574031.270,episode_reset,
1766574031.270,message_sent,"topic=true_temp, sender=thermostat_env"
1766574031.270,message_sent,"topic=raw_temp, sender=sensor"
1766574031.270,module_execution,module=sensor
1766574031.270,message_sent,"topic=state, sender=estimator"
1766574031.270,module_execution,module=estimator
1766574031.270,message_sent,"topic=raw_action, sender=controller"
1766574031.270,module_execution,module=controller
1766574031.270,message_sent,"topic=safe_action, sender=shield"
1766574031.270,module_execution,module=shield
1766574031.270,message_sent,"topic=true_temp, sender=thermostat_env"
1766574031.270,module_execution,module=thermostat_env
1766574032.275,message_sent,"topic=raw_temp, sender=sensor"
1766574032.275,module_execution,module=sensor
1766574032.275,message_sent,"topic=state, sender=estimator"
1766574032.275,module_execution,module=estimator
1766574032.276,message_sent,"topic=raw_action, sender=controller"
1766574032.276,module_execution,module=controller
1766574032.276,message_sent,"topic=safe_action, sender=shield"
1766574032.276,module_execution,module=shield
1766574032.276,message_sent,"topic=true_temp, sender=thermostat_env"
1766574032.276,module_execution,module=thermostat_env
1766574033.280,message_sent,"topic=raw_temp, sender=sensor"
1766574033.281,module_execution,module=sensor
1766574033.282,message_sent,"topic=state, sender=estimator"
1766574033.282,module_execution,module=estimator
1766574033.283,message_sent,"topic=raw_action, sender=controller"
1766574033.283,module_execution,module=controller
1766574033.284,message_sent,"topic=safe_action, sender=shield"
1766574033.285,module_execution,module=shield
1766574033.285,message_sent,"topic=true_temp, sender=thermostat_env"
1766574033.286,module_execution,module=thermostat_env
1766574034.283,message_sent,"topic=raw_temp, sender=sensor"
1766574034.283,module_execution,module=sensor
1766574034.283,message_sent,"topic=state, sender=estimator"
1766574034.283,module_execution,module=estimator
1766574035.286,message_sent,"topic=raw_temp, sender=sensor"
1766574035.286,module_execution,module=sensor
1766574035.286,message_sent,"topic=state, sender=estimator"
1766574035.286,module_execution,module=estimator
1766574035.286,message_sent,"topic=raw_action, sender=controller"
1766574035.286,module_execution,module=controller
1766574035.286,message_sent,"topic=safe_action, sender=shield"
1766574035.286,module_execution,module=shield
1766574035.287,message_sent,"topic=true_temp, sender=thermostat_env"
1766574035.287,module_execution,module=thermostat_env
1766574036.291,message_sent,"topic=raw_temp, sender=sensor"
1766574036.292,module_execution,module=sensor
1766574036.292,message_sent,"topic=state, sender=estimator"
1766574036.293,module_execution,module=estimator
1766574036.293,message_sent,"topic=raw_action, sender=controller"
1766574036.294,module_execution,module=controller
1766574036.294,message_sent,"topic=safe_action, sender=shield"
1766574036.294,module_execution,module=shield
1766574036.295,message_sent,"topic=true_temp, sender=thermostat_env"
1766574036.295,module_execution,module=thermostat_env
1766574037.296,message_sent,"topic=raw_temp, sender=sensor"
1766574037.296,module_execution,module=sensor
1766574037.296,message_sent,"topic=state, sender=estimator"
1766574037.297,module_execution,module=estimator
1766574037.297,message_sent,"topic=raw_action, sender=controller"
1766574037.297,module_execution,module=controller
1766574037.297,message_sent,"topic=safe_action, sender=shield"
1766574037.297,module_execution,module=shield
1766574037.297,message_sent,"topic=true_temp, sender=thermostat_env"
1766574037.298,module_execution,module=thermostat_env
1766574038.301,message_sent,"topic=raw_temp, sender=sensor"
1766574038.302,module_execution,module=sensor
1766574038.302,message_sent,"topic=state, sender=estimator"
1766574038.303,module_execution,module=estimator
1766574038.303,message_sent,"topic=raw_action, sender=controller"
1766574038.304,module_execution,module=controller
1766574038.305,message_sent,"topic=safe_action, sender=shield"
1766574038.306,module_execution,module=shield
1766574038.306,message_sent,"topic=true_temp, sender=thermostat_env"
1766574038.306,module_execution,module=thermostat_env
1766574039.306,message_sent,"topic=raw_temp, sender=sensor"
1766574039.307,module_execution,module=sensor
1766574039.308,message_sent,"topic=state, sender=estimator"
1766574039.308,module_execution,module=estimator
1766574039.308,message_sent,"topic=raw_action, sender=controller"
1766574039.309,module_execution,module=controller
1766574040.311,message_sent,"topic=raw_temp, sender=sensor"
1766574040.312,module_execution,module=sensor
1766574040.312,message_sent,"topic=state, sender=estimator"
1766574040.313,module_execution,module=estimator
1766574040.313,message_sent,"topic=raw_action, sender=controller"
1766574040.314,module_execution,module=controller
1766574040.314,message_sent,"topic=safe_action, sender=shield"
1766574040.314,module_execution,module=shield
1766574040.315,message_sent,"topic=true_temp, sender=thermostat_env"
1766574040.315,module_execution,module=thermostat_env
1766574041.318,message_sent,"topic=raw_temp, sender=sensor"
1766574041.320,module_execution,module=sensor
1766574041.321,message_sent,"topic=state, sender=estimator"
1766574041.332,module_execution,module=estimator
1766574041.332,message_sent,"topic=raw_action, sender=controller"
1766574041.332,module_execution,module=controller
1766574041.332,message_sent,"topic=safe_action, sender=shield"
1766574041.333,module_execution,module=shield
1766574041.333,message_sent,"topic=true_temp, sender=thermostat_env"
1766574041.333,module_execution,module=thermostat_env
1766574042.322,message_sent,"topic=raw_temp, sender=sensor"
1766574042.323,module_execution,module=sensor
1766574043.327,message_sent,"topic=raw_temp, sender=sensor"
1766574043.328,module_execution,module=sensor
1766574043.328,message_sent,"topic=state, sender=estimator"
1766574043.329,module_execution,module=estimator
1766574043.329,message_sent,"topic=raw_action, sender=controller"
1766574043.329,module_execution,module=controller
1766574043.330,message_sent,"topic=safe_action, sender=shield"
1766574043.330,module_execution,module=shield
1766574043.330,message_sent,"topic=true_temp, sender=thermostat_env"
1766574043.330,module_execution,module=thermostat_env
1766574044.332,message_sent,"topic=raw_temp, sender=sensor"
1766574044.333,module_execution,module=sensor
1766574044.333,message_sent,"topic=state, sender=estimator"
1766574044.333,module_execution,module=estimator
1766574044.334,message_sent,"topic=raw_action, sender=controller"
1766574044.334,module_execution,module=controller
1766574044.334,message_sent,"topic=safe_action, sender=shield"
1766574044.335,module_execution,module=shield
1766574044.335,message_sent,"topic=true_temp, sender=thermostat_env"
1766574044.335,module_execution,module=thermostat_env
1766574045.334,message_sent,"topic=raw_temp, sender=sensor"
1766574045.336,module_execution,module=sensor
1766574045.336,message_sent,"topic=state, sender=estimator"
1766574045.336,module_execution,module=estimator
1766574046.337,message_sent,"topic=raw_temp, sender=sensor"
1766574046.337,module_execution,module=sensor
1766574046.338,message_sent,"topic=raw_action, sender=controller"
1766574046.338,module_execution,module=controller
1766574046.338,message_sent,"topic=safe_action, sender=shield"
1766574046.338,module_execution,module=shield
1766574046.338,message_sent,"topic=true_temp, sender=thermostat_env"
1766574046.338,module_execution,module=thermostat_env
